rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
16,FRSH,Freshworks Inc.,NMS,EQUITY,United States,Technology,Software - Application,3017278976,neutral,68.68,0.873,0.85,excellent,0.477,0.653,0.78,0.7,True,1.0,0.65,0.4138,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,10.43100004196167,10.890000343322754,9.975975445338658,12.718050139290947,2.0000000000000018,0.0559549965820729,0.1814014264209832,10.890000343322754,22715460.85,17251420.283333335,19054800.0,22715460.85,247371376.4552346,0.8388471678310677,0.3358288770053476,7.78,10.92,17292416.0,15390580.0,4068006.0,2026-08-04,7.0,False,True,0.165,,-0.03525,0.20687,3.806,0.1732,0.84968,0.0061799996,17.877048,13.691665,2.9844005,3.4603097,60.576,0.0825,0.75,0.83496004,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 7 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:15+00:00,1785167655.0,,,REGULAR,REGULAR,2026-07-27T15:54:24.501646+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 68.68 | RS 0.873 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.11,KNOWN,WIDE_OR_INCOHERENT,LOW,75.46,65.17,79.2,,71.93,asset=75.46; setup=65.17; context=79.2; institutional=None,10.890000343322754,9.975975445338658,12.718050139290947,10.890000343322754,9.975975445338658,12.718050139290947,20,43,-23,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
17,CLF,Cleveland-Cliffs Inc.,NYQ,EQUITY,United States,Basic Materials,Steel,6729519616,neutral,68.64,0.735,0.7,acceptable,0.315,0.92,0.78,1.0,True,1.0,0.75,0.2394,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,11.263299980163573,11.755000114440918,10.85392849785941,15.0600004196167,3.6678553006855514,0.05110288432208233,0.48849147909280766,11.755000114440918,21933424.55,19119393.183333334,20143450.0,21933424.55,257827408.09533125,0.9183905574836465,,11.86,11.85,20202032.0,29450580.0,10704046.0,2026-10-19,83.0,False,False,0.059,,0.0034400001,-0.045640003,132.743,-0.13862,-0.01052,-0.01706,,26.52122,1.1968032,0.34939817,28.492,0.1479,4.25,0.85859,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:42+00:00,1785167862.0,,,REGULAR,REGULAR,2026-07-27T15:57:44.248812+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 68.64 | RS 0.735 | trend 0.7 | R:R 3.67 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.11,KNOWN,INVALID,LOW,64.65,71.12,78.5,,71.37,asset=64.65; setup=71.12; context=78.5; institutional=None,11.755000114440918,10.85392849785941,15.0600004196167,11.755000114440918,10.85392849785941,15.0600004196167,21,49,-28,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
18,BOX,"Box, Inc.",NYQ,EQUITY,United States,Technology,Software - Infrastructure,4215548160,neutral,68.41,0.886,0.85,excellent,0.531,0.653,0.78,0.7,True,1.0,0.65,0.2211,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,28.906505012512206,30.41010093688965,28.58674383163452,34.0568151473999,2.0,0.039972619822147386,0.3218014222066418,30.41010093688965,2680855.15,2479411.716666667,2580050.0,2680855.15,81525075.70868044,0.9623981362812534,0.0006578947368420913,30.39,30.41,2492045.0,3015670.0,855527.0,2026-08-25,28.0,False,False,0.136,,-0.22146,-0.1976,2048.842,-5.75826,0.69536,-0.119160004,47.5625,16.901066,218.99281,6.2344522,-57.908,0.1318,5.96,1.05503,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:08+00:00,1785167648.0,,,REGULAR,REGULAR,2026-07-27T15:55:04.040955+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 68.41 | RS 0.886 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.11,KNOWN,VALID,HIGH,69.04,66.53,79.63,,70.87,asset=69.04; setup=66.53; context=79.63; institutional=None,30.41010093688965,28.58674383163452,34.0568151473999,30.41010093688965,28.58674383163452,34.0568151473999,22,51,-29,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
19,WDAY,"Workday, Inc.",NMS,EQUITY,United States,Technology,Software - Application,36417474560,neutral,67.92,0.913,0.6,weak,0.523,0.653,0.78,0.7,True,1.0,0.65,0.622,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,137.27199935913086,147.36000061035156,133.61999920436313,174.8400034223284,1.999999999999998,0.06216070100017463,0.47380286045627107,147.36000061035156,4287291.55,4996850.516666667,3981500.0,4287291.55,631775285.4247551,0.9286748879954292,0.10267887419464236,139.88,155.02,4999231.0,3952280.0,2010580.0,2026-08-20,23.0,False,False,0.135,2.48,0.13297,0.08595,56.936,0.10858,0.75766,0.04343,45.93614,11.659628,5.494057,3.6957047,21.747,0.15630001,5.55,1.10087,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:53:49+00:00,1785167629.0,,,REGULAR,REGULAR,2026-07-27T15:53:57.445033+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 67.92 | RS 0.913 | trend 0.6 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.11,KNOWN,WIDE_OR_INCOHERENT,LOW,74.07,66.33,72.2,,70.11,asset=74.07; setup=66.33; context=72.2; institutional=None,147.36000061035156,133.61999920436313,174.8400034223284,147.36000061035156,133.61999920436313,174.8400034223284,24,61,-37,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
20,HUBS,"HubSpot, Inc.",NYQ,EQUITY,United States,Technology,Software - Application,11525587968,neutral,67.89,0.735,0.6,weak,0.526,0.653,0.78,0.7,True,1.0,1.0,0.5342,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,205.14499893188477,224.2100067138672,198.91143417358398,274.8071517944336,2.0,0.0752228469819333,0.364658298113232,224.2100067138672,1463534.5,1898466.5,1329350.0,1463534.5,328139080.07097626,0.908314768117868,0.002277141517647806,223.71,224.22,1892204.0,1544430.0,514781.0,2026-08-05,8.0,False,False,0.234,,0.03296,0.0304,12.384,0.05011,0.83655,0.010980001,117.87958,14.406944,5.8580947,3.494589,102.895,0.1294,3.18,0.98904,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:53:46+00:00,1785167626.0,,,REGULAR,REGULAR,2026-07-27T15:53:54.177658+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 67.89 | RS 0.735 | trend 0.6 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.11,KNOWN,VALID,HIGH,71.14,75.15,66.27,,71.57,asset=71.14; setup=75.15; context=66.27; institutional=None,224.2100067138672,198.91143417358398,274.8071517944336,224.2100067138672,198.91143417358398,274.8071517944336,25,46,-21,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
21,DLTR,"Dollar Tree, Inc.",NMS,EQUITY,United States,Consumer Defensive,Discount Stores,23938228224,neutral,67.15,0.639,1.0,excellent,0.467,0.55,0.82,0.7,True,1.0,0.65,0.4551,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,123.75,124.52999877929688,117.72321237836564,138.14357158115934,2.0,0.036439875091167466,0.24042822811554837,124.52999877929688,3464331.15,3753263.716666667,3029250.0,3464331.15,431413153.8805801,0.8744112121036697,0.0978006928220413,118.06,130.2,3781716.0,2951420.0,831394.0,2026-09-02,36.0,False,False,0.072,0.095,0.09088001,0.06514,216.518,0.33976,0.36991,0.067389995,19.998394,16.23094,6.870519,1.2124343,12.362,0.0725,3.01,1.05712,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:33+00:00,1785167793.0,,,REGULAR,REGULAR,2026-07-27T15:56:53.557824+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 67.15 | RS 0.639 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.11,KNOWN,WIDE_OR_INCOHERENT,LOW,81.84,65.92,72.97,,72.3,asset=81.84; setup=65.92; context=72.97; institutional=None,124.52999877929688,117.72321237836564,138.14357158115934,124.52999877929688,117.72321237836564,138.14357158115934,28,36,-8,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
22,WLY,"John Wiley & Sons, Inc.",NYQ,EQUITY,United States,Communication Services,Publishing,2604514048,neutral,66.5,0.676,1.0,excellent,0.322,0.452,0.82,0.7,True,1.0,0.65,0.7211,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,50.27699947357178,51.279998779296875,48.50182696751186,56.836342402866904,2.0,0.036117679120104815,0.22553696318781905,51.279998779296875,509082.85,499610.05,520628.0,509082.85,26105767.926560972,1.0226783322203843,0.0015588464536242849,51.28,51.36,499025.0,450083.0,114126.0,2026-09-03,37.0,False,False,0.012,1.084,0.24714,0.13219,90.749,0.27694,0.74262,0.0677,12.332933,9.680188,3.0758393,1.5533651,9.123,0.12550001,5.06,1.0491201,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:44+00:00,1785167684.0,,,REGULAR,REGULAR,2026-07-27T15:56:33.461491+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 66.5 | RS 0.676 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.11,KNOWN,VALID,HIGH,90.7,62.3,70.93,,72.59,asset=90.7; setup=62.3; context=70.93; institutional=None,51.279998779296875,48.50182696751186,56.836342402866904,51.279998779296875,48.50182696751186,56.836342402866904,38,34,4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
23,PVH,PVH Corp.,NYQ,EQUITY,United States,Consumer Cyclical,Apparel Manufacturing,3835271168,neutral,66.47,0.479,0.85,excellent,0.454,0.427,0.78,1.0,True,1.0,1.0,0.3603,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,80.93720062255859,83.22000122070312,78.48321560450962,100.75,3.700821654112362,0.03794589078516781,0.35210448959582735,83.22000122070312,887759.2,1094089.7333333334,860900.0,887759.2,73879321.70769043,0.9697449488555006,0.0026522001205545372,82.84,83.06,1095468.0,854640.0,311171.0,2026-08-25,28.0,False,False,0.021,,0.05822,0.01758,86.338,0.033239998,0.57532,0.04166,25.23485,6.6760626,0.7839197,0.42702174,7.486,0.15720001,4.89,1.11526,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:42+00:00,1785167802.0,,,REGULAR,REGULAR,2026-07-27T15:57:01.997614+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 66.47 | RS 0.479 | trend 0.85 | R:R 3.7 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.11,KNOWN,VALID,HIGH,73.68,80.85,58.53,,72.66,asset=73.68; setup=80.85; context=58.53; institutional=None,83.22000122070312,78.48321560450962,100.75,83.22000122070312,78.48321560450962,100.75,41,32,9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
24,SOLV,Solventum Corporation,NYQ,EQUITY,United States,Healthcare,Medical Instruments & Supplies,13978663936,neutral,66.05,0.568,1.0,excellent,0.34,0.467,0.78,0.7,True,1.0,1.0,0.4082,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,78.10624885559082,80.71499633789062,77.17767497471401,87.78963906424386,2.0,0.029216556391153697,0.22133863568252,80.71499633789062,1044241.55,1685027.1833333333,965050.0,1044241.55,84285952.88412324,0.9241635711584163,0.0016130032880451077,80.53,80.66,1680277.0,886580.0,229110.0,2026-08-05,8.0,False,False,-0.03,-0.91,0.0558,0.17332001,106.48,0.34794998,0.53655,0.02747,9.881273,11.3920355,2.8192773,1.6921321,16.227,0.0292,3.34,0.76357,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:42+00:00,1785167802.0,,,REGULAR,REGULAR,2026-07-27T15:56:51.239932+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 66.05 | RS 0.568 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.11,KNOWN,VALID,HIGH,80.27,70.5,67.83,,72.47,asset=80.27; setup=70.5; context=67.83; institutional=None,80.71499633789062,77.17767497471401,87.78963906424386,80.71499633789062,77.17767497471401,87.78963906424386,52,35,17,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
25,AMLX,"Amylyx Pharmaceuticals, Inc.",NMS,EQUITY,United States,Healthcare,Drug Manufacturers - Specialty & Generic,2118099328,neutral,65.6,0.602,1.0,excellent,0.501,0.467,0.78,0.7,True,1.0,0.65,0.3917,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,17.967000198364257,19.100000381469727,17.380356992994038,22.539287158421107,2.000000000000002,0.060022455641555526,0.5238841200124631,19.100000381469727,1597202.45,1431715.8166666667,1403800.0,1597202.45,30506567.40428438,0.878911749728408,0.5386865195426749,13.74,23.87,1437477.0,1486020.0,836189.0,2026-08-06,9.0,False,False,,,0.0,0.0,2.061,-0.63261,0.0,-0.38786998,,-14.010289,7.7601624,,-11.164,0.1428,6.93,1.05424,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:21+00:00,1785167781.0,,,REGULAR,REGULAR,2026-07-27T15:56:35.195236+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 65.6 | RS 0.602 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.11,KNOWN,WIDE_OR_INCOHERENT,LOW,79.72,65.78,68.97,,70.54,asset=79.72; setup=65.78; context=68.97; institutional=None,19.100000381469727,17.380356992994038,22.539287158421107,19.100000381469727,17.380356992994038,22.539287158421107,62,56,6,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
26,CHWY,"Chewy, Inc.",NYQ,EQUITY,United States,Consumer Cyclical,Internet Retail,8986861568,neutral,65.49,0.525,0.6,weak,0.514,0.427,0.78,0.954,True,1.0,1.0,0.559,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,20.746474933624267,21.909500122070312,20.41336761202131,26.170000076293945,2.8476755405068315,0.04552462027014752,0.23619010209549454,21.909500122070312,8617113.85,9619492.95,9146350.0,8617113.85,188796656.94846877,1.0614168687117904,0.0004554771122751794,21.95,21.96,9627562.0,8419170.0,2002514.0,2026-09-02,36.0,False,False,0.077,0.527,0.03828,0.01987,123.385,0.63816,0.29912,0.06008,36.541664,11.929051,21.183575,0.6989671,21.397,0.118,2.64,0.99851,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:52+00:00,1785167692.0,,,REGULAR,REGULAR,2026-07-27T15:55:00.998933+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 65.49 | RS 0.525 | trend 0.6 | R:R 2.85 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.11,KNOWN,VALID,HIGH,71.97,81.2,51.73,,70.45,asset=71.97; setup=81.2; context=51.73; institutional=None,21.909500122070312,20.41336761202131,26.170000076293945,21.909500122070312,20.41336761202131,26.170000076293945,64,58,6,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
27,BKR,Baker Hughes Company,NMS,EQUITY,United States,Energy,Oil & Gas Equipment & Services,60233449472,neutral,65.1,0.426,0.85,excellent,0.226,0.6,0.82,1.0,True,1.0,0.75,0.6171,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,60.40760032653809,60.84000015258789,57.84857218606131,70.0,3.062082707626756,0.032779179914793094,0.6587825583553388,60.84000015258789,9383783.65,8374332.883333334,8613450.0,9383783.65,570909398.6978518,0.917907991197133,0.07458631760928626,58.47,63.0,8437229.0,8691790.0,6132633.0,2026-10-22,86.0,False,False,0.025,1.325,0.12282,0.11171,82.935,0.17184,0.23643999,0.05011,19.400957,21.327822,3.11826,2.1598024,11.865,0.0307,2.79,1.01764,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:31+00:00,1785167671.0,,,REGULAR,REGULAR,2026-07-27T15:54:32.102774+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.1 | RS 0.426 | trend 0.85 | R:R 3.06 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.11,KNOWN,WIDE_OR_INCOHERENT,LOW,82.24,69.9,62.53,,71.28,asset=82.24; setup=69.9; context=62.53; institutional=None,60.84000015258789,57.84857218606131,70.0,60.84000015258789,57.84857218606131,70.0,71,50,21,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
28,TXRH,"Texas Roadhouse, Inc.",NMS,EQUITY,United States,Consumer Cyclical,Restaurants,13157097472,neutral,65.06,0.656,1.0,excellent,0.323,0.427,0.78,0.7,True,1.0,0.65,0.5988,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,191.95749740600587,200.0500030517578,191.81178719656808,216.52643476213728,2.0,0.027453855634477893,0.31811988331327384,200.0500030517578,938375.8,1159635.2666666666,818150.0,938375.8,187722081.6536957,0.8718788357500268,0.1664780016602521,182.22,215.31,1166118.0,808310.0,297655.0,2026-08-06,9.0,False,False,0.128,0.1,0.08961,0.06849,68.531,0.28922,0.16424999,0.08991,31.906698,26.193163,8.681059,2.168605,19.341,0.0404,2.27,1.03914,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:55:55+00:00,1785167755.0,,,REGULAR,REGULAR,2026-07-27T15:56:42.226097+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 65.06 | RS 0.656 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.11,KNOWN,WIDE_OR_INCOHERENT,LOW,86.63,61.33,69.43,,70.61,asset=86.63; setup=61.33; context=69.43; institutional=None,200.0500030517578,191.81178719656808,216.52643476213728,200.0500030517578,191.81178719656808,216.52643476213728,74,54,20,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
29,FAF,First American Corporation (New,NYQ,EQUITY,,,,7798397952,neutral,65.06,0.711,1.0,excellent,0.471,,0.78,0.7,True,1.0,1.0,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,70.43949966430664,76.4000015258789,73.06187929425921,83.0762459891183,2.0000000000000044,0.02912846566273937,0.2674275109626684,76.4000015258789,866896.6,942518.8666666667,808650.0,866896.6,66230901.56277923,0.9328102105833614,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,WATCHLIST,,RECLAIM | score 65.06 | RS 0.711 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,83.33,73.78,85.55,,79.7,asset=83.33; setup=73.78; context=85.55; institutional=None,76.4000015258789,73.06187929425921,83.0762459891183,76.4000015258789,73.06187929425921,83.0762459891183,75,1,74,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
30,VRNS,"Varonis Systems, Inc.",NMS,EQUITY,,,,5414340096,neutral,64.47,0.929,1.0,excellent,0.407,,0.78,0.7,True,1.0,0.65,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,44.97649993896484,46.209999084472656,42.725069999694824,53.17985725402832,2.0,0.050276695575594985,0.2447118774804665,46.209999084472656,1986004.95,2288666.65,1791650.0,1986004.95,91773286.92125817,0.9021377313284139,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,WATCHLIST,,RECLAIM | score 64.47 | RS 0.929 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,83.33,63.42,96.45,,78.13,asset=83.33; setup=63.42; context=96.45; institutional=None,46.209999084472656,42.725069999694824,53.17985725402832,46.209999084472656,42.725069999694824,53.17985725402832,81,3,78,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
