ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
CAVA,32,2026-06-09T14:00:19,2026-06-11T01:05:13,3,WATCHLIST,WATCHLIST_MONITOR,RECLAIM,22,74.39,80.17,VALID,HIGH,,VETO -> WATCHLIST -> AVOID -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR -> AVOID_FOR_NOW -> WATCHLIST_MONITOR,413 -> 420 -> 425 -> 425 -> 425 -> 425 -> 425 -> 425 -> 425 -> 425 -> 425 -> 13 -> 12 -> 9 -> 9 -> 26 -> 27 -> 26 -> 23 -> 23 -> 23 -> 23 -> 23 -> 22 -> 22 -> 22 -> 22 -> 22 -> 22 -> 22 -> 22 -> 22,44.81 -> 45.34 -> 45.28 -> 45.28 -> 45.30 -> 45.28 -> 45.28 -> 45.28 -> 45.28 -> 45.28 -> 45.28 -> 74.26 -> 74.51 -> 74.36 -> 74.67 -> 73.96 -> 73.70 -> 73.81 -> 74.16 -> 74.16 -> 74.14 -> 74.14 -> 74.14 -> 74.39 -> 74.39 -> 74.39 -> 74.39 -> 74.39 -> 74.39 -> 74.39 -> 74.39 -> 74.39,44.71 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 45.50 -> 81.10 -> 81.65 -> 80.86 -> 81.94 -> 81.57 -> 82.11 -> 79.52 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17 -> 80.17,29.58,391,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
EVR,28,2026-06-09T13:45:27,2026-06-10T20:11:34,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,24,74.02,77.74,VALID,HIGH,,WATCHLIST -> VETO -> WATCHLIST -> VETO -> WATCHLIST,RECHECK_LIVE_QUOTE -> DO_NOT_TRADE -> WATCHLIST_MONITOR -> DO_NOT_TRADE -> WATCHLIST_MONITOR,13 -> 13 -> 13 -> 13 -> 21 -> 18 -> 23 -> 24 -> 24 -> 24 -> 24 -> 24 -> 24 -> 24 -> 24 -> 24 -> 154 -> 11 -> 156 -> 153 -> 9 -> 5 -> 22 -> 24 -> 24 -> 24 -> 24 -> 24,75.85 -> 75.85 -> 75.85 -> 75.85 -> 71.92 -> 77.29 -> 79.32 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 79.34 -> 49.00 -> 74.91 -> 49.00 -> 49.00 -> 75.00 -> 75.79 -> 74.02 -> 74.04 -> 74.04 -> 74.02 -> 74.02 -> 74.02,78.14 -> 78.14 -> 78.14 -> 78.14 -> 68.77 -> 79.97 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 82.57 -> 42.32 -> 71.44 -> 43.47 -> 43.76 -> 71.10 -> 74.94 -> 77.74 -> 77.74 -> 77.74 -> 77.74 -> 77.74 -> 77.74,-1.83,-11,False,False,True,False,False,16,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, execution_quote_quality_high, quote_valid","final_trade_score_deteriorated, rank_deteriorated, repeated_quote_rechecks, score_capped_by_watchlist_state"
SNA,25,2026-06-09T16:17:12,2026-06-11T01:05:13,3,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,19,74.85,80.79,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,162 -> 165 -> 165 -> 165 -> 165 -> 165 -> 165 -> 165 -> 165 -> 165 -> 16 -> 17 -> 17 -> 17 -> 17 -> 17 -> 19 -> 19 -> 19 -> 19 -> 19 -> 19 -> 19 -> 19 -> 19,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 75.49 -> 75.43 -> 75.43 -> 75.41 -> 75.41 -> 75.41 -> 74.85 -> 74.85 -> 74.85 -> 74.85 -> 74.85 -> 74.85 -> 74.85 -> 74.85 -> 74.85,46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 46.89 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79 -> 80.79,25.85,143,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
BROS,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,1,87.5,97.03,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,96 -> 98 -> 98 -> 92 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1,49.00 -> 49.00 -> 49.00 -> 49.00 -> 85.86 -> 85.53 -> 87.26 -> 87.26 -> 87.26 -> 87.25 -> 87.25 -> 87.25 -> 87.50 -> 87.50 -> 87.50 -> 87.50 -> 87.50 -> 87.50 -> 87.50 -> 87.50 -> 87.50,58.38 -> 58.91 -> 59.63 -> 59.94 -> 94.48 -> 94.88 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03 -> 97.03,38.5,95,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
FUN,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,4,83.16,85.86,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,126 -> 128 -> 130 -> 118 -> 118 -> 121 -> 5 -> 5 -> 5 -> 5 -> 5 -> 5 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 82.91 -> 82.92 -> 82.92 -> 82.91 -> 82.91 -> 82.91 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16,48.47 -> 49.03 -> 49.69 -> 49.93 -> 49.93 -> 49.96 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86 -> 85.86,34.16,122,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
IMAX,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,5,82.96,87.34,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,142 -> 139 -> 139 -> 130 -> 131 -> 127 -> 6 -> 6 -> 6 -> 6 -> 6 -> 6 -> 5 -> 5 -> 5 -> 5 -> 5 -> 5 -> 5 -> 5 -> 5,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 82.71 -> 82.72 -> 82.72 -> 82.71 -> 82.71 -> 82.71 -> 82.96 -> 82.96 -> 82.96 -> 82.96 -> 82.96 -> 82.96 -> 82.96 -> 82.96 -> 82.96,46.98 -> 47.38 -> 47.37 -> 48.37 -> 48.52 -> 48.96 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34 -> 87.34,33.96,137,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
CNK,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,8,81.94,86.4,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,127 -> 129 -> 128 -> 119 -> 119 -> 118 -> 9 -> 9 -> 9 -> 9 -> 9 -> 9 -> 8 -> 8 -> 8 -> 8 -> 8 -> 8 -> 8 -> 8 -> 8,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 81.70 -> 81.70 -> 81.70 -> 81.70 -> 81.70 -> 81.70 -> 81.94 -> 81.94 -> 81.94 -> 81.94 -> 81.94 -> 81.94 -> 81.94 -> 81.94 -> 81.94,48.42 -> 48.89 -> 49.99 -> 49.93 -> 49.91 -> 50.69 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40 -> 86.40,32.94,119,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
TRGP,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,12,77.68,83.99,VALID,HIGH,,WATCHLIST,WATCHLIST_MONITOR,1 -> 1 -> 2 -> 1 -> 2 -> 2 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12 -> 12,77.40 -> 77.38 -> 77.09 -> 76.90 -> 77.21 -> 77.15 -> 77.68 -> 77.69 -> 77.69 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68 -> 77.68,83.52 -> 83.75 -> 83.45 -> 83.08 -> 83.08 -> 82.90 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99 -> 83.99,0.28,-11,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, execution_quote_quality_high, quote_valid","rank_deteriorated, score_capped_by_watchlist_state"
PBF,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,14,75.95,85.57,VALID,HIGH,,AVOID -> WATCHLIST,AVOID_FOR_NOW -> WATCHLIST_MONITOR,46 -> 48 -> 45 -> 38 -> 36 -> 36 -> 17 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14 -> 14,69.73 -> 69.26 -> 69.69 -> 69.77 -> 70.55 -> 70.61 -> 75.40 -> 75.96 -> 75.96 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95 -> 75.95,71.34 -> 70.80 -> 72.01 -> 73.11 -> 73.06 -> 74.28 -> 84.49 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57 -> 85.57,6.22,32,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
VIST,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,16,75.55,83.71,VALID,HIGH,,WATCHLIST,WATCHLIST_MONITOR,10 -> 5 -> 3 -> 2 -> 3 -> 3 -> 15 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16 -> 16,75.04 -> 75.78 -> 76.55 -> 76.64 -> 76.96 -> 76.62 -> 75.57 -> 75.57 -> 75.57 -> 75.56 -> 75.56 -> 75.56 -> 75.55 -> 75.55 -> 75.55 -> 75.55 -> 75.55 -> 75.55 -> 75.55 -> 75.55 -> 75.55,80.51 -> 82.57 -> 84.47 -> 84.41 -> 84.41 -> 83.96 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71 -> 83.71,0.51,-6,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, execution_quote_quality_high, quote_valid","rank_deteriorated, score_capped_by_watchlist_state"
HP,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,17,75.31,83.95,VALID,HIGH,,AVOID -> WATCHLIST,AVOID_FOR_NOW -> WATCHLIST_MONITOR,30 -> 36 -> 26 -> 24 -> 25 -> 29 -> 18 -> 18 -> 18 -> 18 -> 18 -> 18 -> 17 -> 17 -> 17 -> 17 -> 17 -> 17 -> 17 -> 17 -> 17,73.10 -> 72.82 -> 74.80 -> 74.52 -> 74.85 -> 73.12 -> 75.32 -> 75.32 -> 75.32 -> 75.30 -> 75.30 -> 75.30 -> 75.31 -> 75.31 -> 75.31 -> 75.31 -> 75.31 -> 75.31 -> 75.31 -> 75.31 -> 75.31,82.95 -> 82.91 -> 83.67 -> 83.07 -> 83.10 -> 82.74 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95 -> 83.95,2.21,13,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
RNR,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,RECLAIM,23,74.32,83.28,VALID,HIGH,,AVOID -> WATCHLIST,AVOID_FOR_NOW -> WATCHLIST_MONITOR,31 -> 35 -> 31 -> 27 -> 30 -> 30 -> 21 -> 22 -> 22 -> 22 -> 22 -> 22 -> 23 -> 23 -> 23 -> 23 -> 23 -> 23 -> 23 -> 23 -> 23,72.53 -> 72.99 -> 72.55 -> 72.83 -> 73.01 -> 73.08 -> 74.28 -> 74.32 -> 74.32 -> 74.29 -> 74.29 -> 74.29 -> 74.32 -> 74.32 -> 74.32 -> 74.32 -> 74.32 -> 74.32 -> 74.32 -> 74.32 -> 74.32,79.17 -> 80.51 -> 80.77 -> 80.40 -> 80.27 -> 81.14 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28 -> 83.28,1.79,8,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
SM,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,26,72.57,75.11,VALID,HIGH,,WATCHLIST -> AVOID -> WATCHLIST,WATCHLIST_MONITOR -> AVOID_FOR_NOW -> WATCHLIST_MONITOR,20 -> 16 -> 15 -> 30 -> 31 -> 32 -> 27 -> 27 -> 27 -> 27 -> 27 -> 27 -> 26 -> 26 -> 26 -> 26 -> 26 -> 26 -> 26 -> 26 -> 26,72.57 -> 72.97 -> 72.62 -> 71.67 -> 72.00 -> 72.01 -> 72.58 -> 72.59 -> 72.59 -> 72.58 -> 72.58 -> 72.58 -> 72.57 -> 72.57 -> 72.57 -> 72.57 -> 72.57 -> 72.57 -> 72.57 -> 72.57 -> 72.57,74.80 -> 74.73 -> 74.41 -> 73.66 -> 73.69 -> 73.74 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11 -> 75.11,0.0,-6,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, execution_quote_quality_high, quote_valid","rank_deteriorated, score_capped_by_watchlist_state"
LPG,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,PULLBACK,30,70.52,66.32,VALID,HIGH,,WATCHLIST,WATCHLIST_MONITOR,21 -> 20 -> 17 -> 15 -> 16 -> 17 -> 30 -> 31 -> 31 -> 31 -> 31 -> 31 -> 30 -> 30 -> 30 -> 30 -> 30 -> 30 -> 30 -> 30 -> 30,70.26 -> 71.39 -> 70.53 -> 70.77 -> 71.09 -> 71.07 -> 70.19 -> 70.53 -> 70.53 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52 -> 70.52,65.68 -> 68.98 -> 67.22 -> 67.57 -> 67.57 -> 67.50 -> 65.65 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32 -> 66.32,0.26,-9,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, execution_quote_quality_high, quote_valid","rank_deteriorated, score_capped_by_watchlist_state"
CRS,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,1,84.98,88.4,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,282 -> 282 -> 282 -> 282 -> 292 -> 275 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1 -> 1,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 85.19 -> 84.98 -> 84.98 -> 84.98 -> 84.98 -> 84.98 -> 84.98 -> 84.98 -> 84.98 -> 84.98,47.56 -> 47.56 -> 47.56 -> 47.56 -> 49.30 -> 51.06 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40 -> 88.40,35.98,281,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
TREX,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,2,83.75,89.58,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,172 -> 172 -> 172 -> 172 -> 122 -> 133 -> 2 -> 2 -> 2 -> 2 -> 2 -> 2 -> 2 -> 2 -> 2 -> 2,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 83.24 -> 83.75 -> 83.75 -> 83.75 -> 83.75 -> 83.75 -> 83.75 -> 83.75 -> 83.75 -> 83.75,56.61 -> 56.61 -> 56.61 -> 56.61 -> 53.55 -> 53.31 -> 88.13 -> 89.58 -> 89.58 -> 89.58 -> 89.58 -> 89.58 -> 89.58 -> 89.58 -> 89.58 -> 89.58,34.75,170,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
IFS,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,3,83.23,88.1,VALID,HIGH,,WATCHLIST,WATCHLIST_MONITOR,5 -> 5 -> 5 -> 5 -> 2 -> 1 -> 3 -> 3 -> 3 -> 3 -> 3 -> 3 -> 3 -> 3 -> 3 -> 3,76.18 -> 76.18 -> 76.18 -> 76.18 -> 76.72 -> 81.72 -> 83.01 -> 83.23 -> 83.23 -> 83.23 -> 83.23 -> 83.23 -> 83.23 -> 83.23 -> 83.23 -> 83.23,74.49 -> 74.49 -> 74.49 -> 74.49 -> 75.45 -> 86.30 -> 87.70 -> 88.10 -> 88.10 -> 88.10 -> 88.10 -> 88.10 -> 88.10 -> 88.10 -> 88.10 -> 88.10,7.05,2,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
SKT,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,4,82.64,90.72,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,125 -> 125 -> 125 -> 125 -> 131 -> 3 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 80.66 -> 82.86 -> 82.64 -> 82.64 -> 82.64 -> 82.64 -> 82.64 -> 82.64 -> 82.64 -> 82.64 -> 82.64,50.04 -> 50.04 -> 50.04 -> 50.04 -> 50.81 -> 88.24 -> 90.61 -> 90.72 -> 90.72 -> 90.72 -> 90.72 -> 90.72 -> 90.72 -> 90.72 -> 90.72 -> 90.72,33.64,121,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
CXW,16,2026-06-10T14:52:34,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,6,82.59,88.8,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,122 -> 4 -> 4 -> 4 -> 4 -> 4 -> 4 -> 6 -> 6 -> 6 -> 6 -> 6 -> 6 -> 6 -> 6 -> 6,49.00 -> 83.24 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 83.16 -> 82.59 -> 82.59 -> 82.59 -> 82.59 -> 82.59 -> 82.59 -> 82.59 -> 82.59 -> 82.59,49.91 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80 -> 88.80,33.59,116,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
GEO,16,2026-06-10T14:52:34,2026-06-11T01:05:13,2,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,7,81.99,86.87,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,126 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7,49.00 -> 82.63 -> 82.56 -> 82.56 -> 82.56 -> 82.56 -> 82.56 -> 81.99 -> 81.99 -> 81.99 -> 81.99 -> 81.99 -> 81.99 -> 81.99 -> 81.99 -> 81.99,49.02 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87 -> 86.87,32.99,119,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
SLG,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,WATCHLIST,WATCHLIST_MONITOR,BREAKOUT,7,81.26,88.58,VALID,HIGH,,VETO -> WATCHLIST,DO_NOT_TRADE -> WATCHLIST_MONITOR,123 -> 123 -> 123 -> 123 -> 126 -> 4 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7 -> 7,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 79.90 -> 81.51 -> 81.26 -> 81.26 -> 81.26 -> 81.26 -> 81.26 -> 81.26 -> 81.26 -> 81.26 -> 81.26,50.84 -> 50.84 -> 50.84 -> 50.84 -> 51.83 -> 87.11 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58 -> 88.58,32.26,116,False,False,True,False,False,0,True,89.0,A_PERSISTENT_HIGH_QUALITY,"appeared_5_or_more_runs, latest_watchlist, persistent_watchlist, still_in_manual_review, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid",score_capped_by_watchlist_state
