rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
11,SMCI,"Super Micro Computer, Inc.",NMS,EQUITY,United States,Technology,Computer Hardware,25641357312.0,risk_on,73.6,0.707,1.0,excellent,0.511,0.637,0.78,0.7,True,1.0,0.65,0.7871,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,37.822249794006346,39.01499938964844,35.68339211600167,45.678213936941965,1.9999999999999978,0.05692865693992064,0.7845851383369051,39.01499938964844,39388876.35,49504117.11666667,35970250.0,39388876.35,1536756986.7541878,0.913208330199041,0.08289218850871534,37.12,40.33,50640614.0,34216350.0,30792874.0,2026-11-03,53.0,False,False,0.932,4.347,0.13382,0.0571,63.951,0.21465999,0.108219996,0.07877,11.949388,7.3142295,2.4956756,0.6551478,10.799,0.1848,1.77,0.69428,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:04+00:00,1789146244.0,,,REGULAR,REGULAR,2026-09-11T17:04:05.569589+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 73.6 | RS 0.707 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,215.49,KNOWN,WIDE_OR_INCOHERENT,LOW,92.9,66.03,78.13,,76.86,asset=92.9; setup=66.03; context=78.13; institutional=None,39.01499938964844,35.68339211600167,45.678213936941965,,,,16,14,2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
12,TFPM,Triple Flag Precious Metals Cor,NYQ,EQUITY,Canada,Basic Materials,Other Precious Metals & Mining,7049423872.0,risk_on,73.5,0.822,0.85,excellent,0.542,0.489,0.82,0.7,True,1.0,0.65,0.9772,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,33.59700012207031,34.25,32.45728547232492,37.83542905535017,2.000000000000004,0.03489468667007462,0.461643793595696,34.25,555824.65,606218.2166666667,497850.0,555824.65,19036994.2625,0.8956961516550228,0.002344665885111322,34.08,34.16,623670.0,512060.0,251614.0,2026-11-03,53.0,False,False,0.373,1.722,0.65097,0.84322,10.351,0.20148,0.85818,0.08542,17.1,22.097591,3.0877573,14.420077,18.552,,2.68,0.88259006,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:25+00:00,1789146205.0,,,REGULAR,REGULAR,2026-09-11T17:04:42.869039+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 73.5 | RS 0.822 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.49,KNOWN,VALID,HIGH,94.24,67.8,72.03,,76.32,asset=94.24; setup=67.8; context=72.03; institutional=None,34.25,32.45728547232492,37.83542905535017,,,,17,19,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
13,HUT,Hut 8 Corp.,NMS,EQUITY,United States,Financial Services,Capital Markets,12306225152.0,risk_on,73.14,0.599,0.85,excellent,0.578,0.614,0.78,0.965,True,1.0,1.0,0.3113,0.4584,NEUTRAL_WITH_DATA,HIGH,False,RECLAIM,True,94.2827995300293,100.3949966430664,90.16328375680106,129.8800048828125,2.8817274846839807,0.06794304648894062,0.6638357917016577,100.3949966430664,4748237.5,4630572.5,4456100.0,4748237.5,476699287.872982,0.9384745392369274,0.4697218543046359,72.21,116.54,4591475.0,4389960.0,3116377.0,2026-11-04,53.0,False,False,0.814,,-2.754,-1.8858501,437.212,-0.43370998,0.62328,-0.09742,,-19.24699,8.534586,38.743313,-23.964,0.1319,3.03,0.81415004,True,yfinance,"2026-09-18,2026-09-25,2026-10-02",2695.0,2811.0,70335.0,32128.0,1.0430426716141001,0.4567853842326011,0.48946603705049035,0.6864429110996164,261.0,239.0,3581.0,2317.0,0.9157088122605364,0.6470259703993297,0.6071549677856901,90.0,5231.0,75.0,2413.0,80.0,0.844728115234375,0.038316627568067106,0.0874937749003984,5506.0,102463.0,,FULL_SCORE,2026-09-11T17:03:04+00:00,1789146184.0,,,REGULAR,REGULAR,2026-09-11T17:03:06.126983+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 73.14 | RS 0.599 | trend 0.85 | R:R 2.88 | opt NEUTRAL_WITH_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,275.49,KNOWN,WIDE_OR_INCOHERENT,LOW,72.04,83.08,68.77,45.84,73.02,asset=72.04; setup=83.08; context=68.77; institutional=45.84,100.3949966430664,90.16328375680106,129.8800048828125,,,,19,38,-19,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
14,ICLR,ICON plc,NMS,EQUITY,Ireland,Healthcare,Diagnostics & Research,13436404736.0,risk_on,72.65,0.742,0.85,excellent,0.726,0.617,0.78,0.7,True,1.0,0.75,0.3134,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,167.14974975585938,175.09500122070312,165.85606983729772,193.57286398751395,2.000000000000003,0.03517683283929565,1.1054592938510222,175.09500122070312,604682.6,803807.5333333333,575300.0,604682.6,105876900.58513793,0.9514082263984445,0.5246697861754427,124.54,213.12,797264.0,717970.0,635214.0,2026-10-21,40.0,False,False,0.012,-0.633,0.094119996,0.0032600001,37.596,0.0028600001,0.23909001,0.00969,268.83078,14.714688,1.4375858,1.6254219,29.382,0.0349,4.12,1.08224,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:56+00:00,1789146236.0,,,REGULAR,REGULAR,2026-09-11T17:03:58.907491+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 72.65 | RS 0.742 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,223.49,KNOWN,WIDE_OR_INCOHERENT,LOW,72.11,73.9,73.63,,73.33,asset=72.11; setup=73.9; context=73.63; institutional=None,175.09500122070312,165.85606983729772,193.57286398751395,,,,22,32,-10,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
15,KEYS,Keysight Technologies Inc.,NYQ,EQUITY,United States,Technology,Scientific & Technical Instruments,57336729600.0,risk_on,72.26,0.43,1.0,excellent,0.302,0.637,0.78,1.0,True,1.0,0.75,0.9393,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,327.5505004882813,337.04998779296875,324.46466173444475,374.9630126953125,3.0124785584450846,0.02489309501919632,0.12272248141745754,337.04998779296875,1378679.75,1377204.9166666667,1087900.0,1378679.75,464683992.9079132,0.7890882563554009,0.0016044210713966297,336.3,336.84,1387566.0,1036450.0,168023.0,2026-11-24,74.0,False,False,0.365,1.091,0.25677,0.19143,42.094,0.20897,0.63278997,0.072270006,45.57916,24.676352,8.729558,8.712175,32.745,0.0195,2.02,0.92926,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:53+00:00,1789146293.0,,,REGULAR,REGULAR,2026-09-11T17:05:04.564610+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 72.26 | RS 0.43 | trend 1.0 | R:R 3.01 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.49,KNOWN,VALID,HIGH,97.98,70.8,68.9,,77.82,asset=97.98; setup=70.8; context=68.9; institutional=None,337.04998779296875,324.46466173444475,374.9630126953125,,,,25,10,15,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
16,KN,Knowles Corporation,NYQ,EQUITY,United States,Technology,Electronic Components,3157619968.0,risk_on,72.07,0.423,0.85,excellent,0.543,0.637,0.82,1.0,True,1.0,0.75,0.6817,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,36.300600128173826,36.939998626708984,35.42928286961147,42.93000030517578,3.9650090695917393,0.027264317149617023,0.41649562990861866,36.939998626708984,733760.4,970341.8,663050.0,733760.4,27105108.168333437,0.9036328479977933,0.001894195643350028,36.92,36.99,987085.0,650880.0,304794.0,2026-10-22,41.0,False,False,0.143,1.466,0.15168001,0.106300004,18.881,0.094969995,0.45259997,0.055159997,44.01191,22.85626,3.9692936,4.97263,23.567,0.0715,5.38,1.04428,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:02:02+00:00,1789146122.0,,,REGULAR,REGULAR,2026-09-11T17:04:11.854379+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 72.07 | RS 0.423 | trend 0.85 | R:R 3.97 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.49,KNOWN,VALID,HIGH,84.39,77.83,63.67,,75.72,asset=84.39; setup=77.83; context=63.67; institutional=None,36.939998626708984,35.42928286961147,42.93000030517578,,,,26,21,5,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
17,T,AT&T Inc.,NYQ,EQUITY,United States,Communication Services,Telecom Services,179361185792.0,risk_on,72.03,0.747,0.85,excellent,0.547,0.655,0.82,0.7,True,1.0,0.65,0.5371,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,25.54925012588501,26.174999237060547,25.383212975093297,27.758571760995046,2.0,0.02016647653730535,0.607693868100131,26.174999237060547,31065103.65,60117811.21666667,30168350.0,31065103.65,813129064.3379568,0.9711330868197506,0.0003827751196171487,26.12,26.13,60047945.0,33718500.0,18841095.0,2026-10-21,39.0,False,False,0.023,0.062,0.24786,0.16943,129.054,0.18339,0.59721,0.04163,8.635346,10.205912,1.6296151,1.409107,7.594,0.0183,3.38,0.6845,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:00+00:00,1789146360.0,,,REGULAR,REGULAR,2026-09-11T17:06:02.158838+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 72.03 | RS 0.747 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.49,KNOWN,VALID,HIGH,79.57,67.92,75.07,,73.14,asset=79.57; setup=67.92; context=75.07; institutional=None,26.174999237060547,25.383212975093297,27.758571760995046,,,,27,36,-9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
18,MSFT,Microsoft Corporation,NMS,EQUITY,United States,Technology,Software - Infrastructure,3672377917440.0,risk_on,72.02,0.734,1.0,excellent,0.388,0.637,0.82,0.7,True,1.0,0.4,0.9324,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,494.3945007324219,494.8399963378906,479.7531945364816,525.0135999407087,2.0,0.02032549499240201,0.3235483779288636,494.8399963378906,20402509.95,35432426.65,19991350.0,20402509.95,10095977948.941776,0.9798475799787565,0.013989949748743792,494.02,500.98,35773925.0,21150580.0,6586869.0,2026-10-28,47.0,False,False,0.177,0.317,0.45111,0.40305,29.118,0.34039003,0.67944,0.14088,27.530607,20.986952,8.305633,11.070437,19.093,0.01,2.49,0.75791,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:55+00:00,1789146415.0,,,REGULAR,REGULAR,2026-09-11T17:06:57.722943+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 72.02 | RS 0.734 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.49,KNOWN,VALID,HIGH,97.75,57.7,79.03,,74.75,asset=97.75; setup=57.7; context=79.03; institutional=None,494.8399963378906,479.7531945364816,525.0135999407087,,,,28,25,3,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
19,VZ,Verizon Communications Inc.,NYQ,EQUITY,United States,Communication Services,Telecom Services,210667896832.0,risk_on,71.94,0.697,1.0,excellent,0.492,0.655,0.82,0.7,True,1.0,0.65,0.4221,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,49.76350021362305,50.68000030517578,49.41035842895508,53.21928405761719,2.0,0.016701418949952647,0.40082434367458736,50.68000030517578,16930875.35,25989350.116666667,17092850.0,16930875.35,858056767.9048932,1.009566820772796,0.00019745285813008216,50.64,50.65,26119975.0,18094890.0,6774572.0,2026-10-20,38.0,False,False,-0.007,-0.22,0.22999,0.11643,184.081,0.15842,0.59453,0.050479997,13.1953125,9.597173,2.0258276,1.515695,7.845,0.0198,4.29,0.71172994,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:51+00:00,1789146411.0,,,REGULAR,REGULAR,2026-09-11T17:06:56.196043+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.94 | RS 0.697 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.49,KNOWN,VALID,HIGH,80.74,66.55,78.4,,73.78,asset=80.74; setup=66.55; context=78.4; institutional=None,50.68000030517578,49.41035842895508,53.21928405761719,,,,29,31,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
20,CGNX,Cognex Corporation,NMS,EQUITY,United States,Technology,Scientific & Technical Instruments,10754549760.0,risk_on,71.85,0.617,0.85,excellent,0.348,0.637,0.82,1.0,True,1.0,0.61,0.7883,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,63.339799880981445,63.970001220703125,61.262276785714285,72.87999725341797,3.2905844913836537,0.02821868983709942,0.21821356386488358,63.970001220703125,1552337.05,2127859.0166666666,1531450.0,1552337.05,99303002.9834427,0.9865447713175434,0.16444374705790046,58.49,68.97,2132724.0,1312020.0,337092.0,2026-10-28,47.0,False,False,0.169,0.792,0.29361,0.16051,4.448,0.111490004,0.68865997,0.07126,61.471157,31.582848,6.5995665,9.876254,37.568,0.051599998,3.37,1.12993,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:15+00:00,1789146255.0,,,REGULAR,REGULAR,2026-09-11T17:04:47.875391+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.85 | RS 0.617 | trend 0.85 | R:R 3.29 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,204.49,KNOWN,WIDE_OR_INCOHERENT,LOW,87.94,69.45,70.13,,74.77,asset=87.94; setup=69.45; context=70.13; institutional=None,63.970001220703125,61.262276785714285,72.87999725341797,,,,31,24,7,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
21,TER,"Teradyne, Inc.",NMS,EQUITY,United States,Technology,Semiconductor Equipment & Materials,59895701504.0,risk_on,71.42,0.417,1.0,excellent,0.303,0.637,0.78,1.0,True,1.0,0.61,0.9916,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,372.90074920654297,383.32501220703125,357.17251913888117,487.9100036621094,3.9990448016769533,0.04548358396542675,0.45397834433627293,383.32501220703125,2299537.0,3773565.6666666665,2265750.0,2299537.0,881470048.59552,0.9853070422437212,0.004322443022342036,355.51,357.05,3826269.0,2247460.0,1041840.0,2026-10-21,40.0,False,False,1.039,3.858,0.33161,0.25766,2.883,0.36465,0.59242,0.19745001,52.534294,32.866425,19.06961,13.412675,38.313,0.0519,2.65,1.0058999,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:52+00:00,1789146292.0,,,REGULAR,REGULAR,2026-09-11T17:04:59.661454+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 71.42 | RS 0.417 | trend 1.0 | R:R 4.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.49,KNOWN,VALID,HIGH,99.72,67.33,68.47,,76.64,asset=99.72; setup=67.33; context=68.47; institutional=None,383.32501220703125,357.17251913888117,487.9100036621094,,,,32,17,15,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
22,AXSM,"Axsome Therapeutics, Inc.",NGM,EQUITY,United States,Healthcare,Biotechnology,11600256000.0,risk_on,71.3,0.484,0.85,excellent,0.602,0.617,0.82,1.0,True,1.0,0.75,0.3113,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,221.42989990234375,222.2899932861328,212.1396037510463,260.19000244140625,3.73384775276513,0.030441884750133166,1.029378974377584,222.2899932861328,524948.55,836946.1833333333,519100.0,524948.55,116690809.65506516,0.9888588129255714,0.4127338732197709,170.52,259.2,829525.0,513330.0,538315.0,2026-11-02,51.0,False,False,0.455,,-0.23419,-0.24678,269.727,-2.45102,0.93236,-0.16312,,44.106255,139.37852,14.976277,-63.401,0.0912,4.57,0.74606,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:32+00:00,1789146212.0,,,REGULAR,REGULAR,2026-09-11T17:03:53.447812+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.3 | RS 0.484 | trend 0.85 | R:R 3.73 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,247.49,KNOWN,WIDE_OR_INCOHERENT,LOW,72.04,79.3,65.03,,73.32,asset=72.04; setup=79.3; context=65.03; institutional=None,222.2899932861328,212.1396037510463,260.19000244140625,,,,34,33,1,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
23,HMC,"Honda Motor Company, Ltd.",NYQ,EQUITY,Japan,Consumer Cyclical,Auto Manufacturers,42349531136.0,risk_on,71.25,0.771,1.0,excellent,0.507,0.481,0.82,0.7,True,1.0,0.65,0.4131,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,32.05424966812134,32.665000915527344,31.6026793888637,34.789643968854634,2.0,0.021681136729203198,0.38977869321908665,32.665000915527344,798109.3,1249864.7666666666,773550.0,798109.3,26070241.01519089,0.9692281495780088,0.0003063256241383983,32.64,32.65,1283156.0,752540.0,298787.0,2026-11-05,54.0,False,False,0.135,1.475,0.08756,-0.00754,113.838,-0.0076200003,0.17447,-0.00154,,,0.52706677,0.0018801327,7.162,0.0016,2.05,0.04186,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:05:10+00:00,1789146310.0,,,REGULAR,REGULAR,2026-09-11T17:05:27.865164+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.25 | RS 0.771 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.49,KNOWN,VALID,HIGH,80.44,66.92,75.07,,72.94,asset=80.44; setup=66.92; context=75.07; institutional=None,32.665000915527344,31.6026793888637,34.789643968854634,,,,35,39,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
24,DIOD,Diodes Incorporated,NMS,EQUITY,United States,Technology,Semiconductors,4373069824.0,risk_on,71.23,0.387,1.0,excellent,0.526,0.637,0.82,1.0,True,1.0,0.61,0.4979,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,92.9319995880127,94.94999694824219,89.15945979527065,125.98999786376953,5.36047003853494,0.04065674803639363,0.29278266306479983,94.94999694824219,633671.4,623870.4666666667,591050.0,633671.4,60167097.49618836,0.9327389558689251,0.5493662796889979,68.1,119.68,619085.0,501470.0,184510.0,2026-11-05,55.0,False,False,0.217,0.01,0.07458,0.05266,4.401,0.04684,0.31734,0.01951,51.053764,16.23248,2.2310457,2.675079,17.806,0.0825,3.12,1.0142701,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:01:55+00:00,1789146115.0,,,REGULAR,REGULAR,2026-09-11T17:04:56.792555+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.23 | RS 0.387 | trend 1.0 | R:R 5.36 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,344.49,KNOWN,WIDE_OR_INCOHERENT,LOW,83.26,73.9,67.47,,74.71,asset=83.26; setup=73.9; context=67.47; institutional=None,94.94999694824219,89.15945979527065,125.98999786376953,,,,36,26,10,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
25,LOGI,Logitech International S.A. - R,NMS,EQUITY,Switzerland,Technology,Computer Hardware,14715464704.0,risk_on,71.15,0.435,0.85,excellent,0.613,0.637,0.82,0.834,True,1.0,0.61,0.7979,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,101.42580001831055,102.69999694824219,98.9317820412772,111.91999816894531,2.4467822160730064,0.024460986815569585,0.8800749548311234,102.69999694824219,707732.9,990499.3,718050.0,707732.9,72684166.67017059,1.014577674713158,0.5610165184243964,70.78,125.97,980956.0,760370.0,618545.0,2026-11-03,53.0,False,False,0.069,0.663,0.21221,0.16277,3.588,0.35287997,0.45239,0.14206,18.862387,16.908562,6.2755632,2.991644,13.141,0.0926,16.75,0.73212,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:55+00:00,1789146295.0,,,REGULAR,REGULAR,2026-09-11T17:05:42.937182+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 71.15 | RS 0.435 | trend 0.85 | R:R 2.45 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,execution_quote_unconfirmed,164.49,KNOWN,WIDE_OR_INCOHERENT,LOW,88.26,71.92,64.07,,74.28,asset=88.26; setup=71.92; context=64.07; institutional=None,102.69999694824219,98.9317820412772,111.91999816894531,,,,37,28,9,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
