rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
213,GOOG,Alphabet Inc.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,3857355112448,risk_off,44.69,0.289,0.15,weak,0.33,0.298,0.25,1.0,True,1.0,0.1,0.9681,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,317.0899963378906,313.3155645751953,404.4700012207031,23.15050592421218,0.037437527356110896,1.056231395295282,317.0899963378906,21947523.15,22196549.383333333,19902500.0,21947523.15,6959340035.25927,0.9068221440741481,,318.74,315.3,22037954.0,16986580.0,22935551.0,2026-07-22,-2.0,False,False,0.242,2.941,0.34033,0.54771,17.605,0.48676,0.60897,0.12958999,15.88309,21.571844,8.011085,8.66342,23.544,,2.13,0.61818004,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:10+00:00,1784820550.0,,,REGULAR,REGULAR,2026-07-23T15:29:11.524274+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,273.93,KNOWN,INVALID,LOW,70.6,42.0,24.57,,45.1,asset=70.6; setup=42.0; context=24.57; institutional=None,317.0899963378906,313.3155645751953,404.4700012207031,,,,213,317,-104,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
214,RPM,RPM International Inc.,NYQ,EQUITY,United States,Basic Materials,Specialty Chemicals,13191794688,risk_off,44.64,0.342,0.15,weak,0.128,0.685,0.25,0.995,True,1.0,0.1,0.5364,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,102.8949966430664,99.15175151824951,114.06142371041435,2.983087319961222,0.036174182197550635,0.4786558671296371,102.8949966430664,930181.85,834290.6166666667,856350.0,930181.85,95711058.33319129,0.9206264344977275,0.0018385021046010714,103.25,103.44,857134.0,1061910.0,438376.0,2026-10-01,69.0,False,False,0.072,-0.011,0.14529,0.08411,86.771,0.21371001,0.41435,0.07491,19.934235,15.22194,4.188069,,13.805,0.037,4.93,0.87216,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-23T15:27:23+00:00,1784820443.0,,,REGULAR,REGULAR,2026-07-23T15:27:33.839549+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,380.93,KNOWN,VALID,HIGH,56.21,36.83,39.23,,42.88,asset=56.21; setup=36.83; context=39.23; institutional=None,102.8949966430664,99.15175151824951,114.06142371041435,,,,214,334,-120,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
215,AMZN,"Amazon.com, Inc.",NMS,EQUITY,United States,Consumer Cyclical,Internet Retail,2499575808000,risk_off,44.58,0.371,0.15,weak,0.315,0.281,0.25,1.0,True,1.0,0.35,0.4869,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,232.44000244140625,224.42225303649903,278.55999755859375,5.752237041601725,0.029715311632169745,0.3638626585810386,232.44000244140625,53212935.0,48567125.0,40311800.0,53212935.0,12368814741.314392,0.7575564099217605,0.06622681957250191,232.28,248.19,49071303.0,36264990.0,19038557.0,2026-07-30,6.0,False,True,0.166,0.748,0.1314,0.12224,53.3,0.24285,0.50604,0.06845,27.821556,23.425997,5.6532745,3.3643847,17.492,0.010199999,1.6,0.6871,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 6 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:16+00:00,1784820556.0,,,REGULAR,REGULAR,2026-07-23T15:29:17.569092+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,267.93,KNOWN,WIDE_OR_INCOHERENT,LOW,54.56,47.88,26.73,,43.86,asset=54.56; setup=47.88; context=26.73; institutional=None,232.44000244140625,224.42225303649903,278.55999755859375,,,,215,328,-113,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
216,SSRM,SSR Mining Inc.,NMS,EQUITY,United States,Basic Materials,Gold,5527396352,risk_off,44.42,0.23,0.15,weak,0.107,0.685,0.25,1.0,True,1.0,0.1,0.7772,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,26.479999542236328,24.78544984817505,36.279998779296875,5.783246883467409,0.05786037771471765,0.18757505764025365,26.479999542236328,3375614.05,3172849.683333333,3069200.0,3375614.05,89386258.49876651,0.9092271671283038,0.528071150639244,19.86,34.11,3169309.0,2859000.0,622391.0,2026-08-04,11.0,False,False,0.837,,0.52481997,0.12166,1.545,0.12415,0.54567003,0.07817,10.180077,5.469588,1.5843768,2.9095664,7.16,0.040900003,2.38,0.76714,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:01+00:00,1784820721.0,,,REGULAR,REGULAR,2026-07-23T15:32:07.789110+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,102.93,KNOWN,WIDE_OR_INCOHERENT,LOW,64.24,36.42,35.5,,43.89,asset=64.24; setup=36.42; context=35.5; institutional=None,26.479999542236328,24.78544984817505,36.279998779296875,,,,216,327,-111,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
217,CMCSA,Comcast Corporation,NMS,EQUITY,United States,Communication Services,Telecom Services,81464672256,risk_off,44.37,0.293,0.0,weak,0.303,0.298,0.25,1.0,True,1.0,0.7,0.4632,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,22.684999465942383,22.516849164962768,28.309999465942383,33.45221487698625,0.032274316701750135,0.36558037152792283,22.684999465942383,39132070.85,35271345.28333333,32624900.0,39132070.85,887711006.3334695,0.8337125864117155,0.0846422338568936,21.95,23.89,36052500.0,30540550.0,13984163.0,2026-07-23,-1.0,False,False,0.053,-0.326,0.13145,0.15004,106.858,0.20918,0.70129997,0.04535,4.459804,6.1814795,0.9216338,0.64856553,4.79,0.0278,2.13,0.95852995,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:26+00:00,1784820566.0,,,REGULAR,REGULAR,2026-07-23T15:29:27.657841+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,257.93,KNOWN,WIDE_OR_INCOHERENT,LOW,48.77,56.33,19.7,,44.05,asset=48.77; setup=56.33; context=19.7; institutional=None,22.684999465942383,22.516849164962768,28.309999465942383,,,,217,326,-109,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
218,RCL,Royal Caribbean Cruises Ltd.,NYQ,EQUITY,United States,Consumer Cyclical,Travel Services,75982987264,risk_off,44.31,0.39,0.3,weak,0.289,0.281,0.25,1.0,True,1.0,0.1,0.4616,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,284.45001220703125,276.4109878540039,333.3900146484375,6.087803729936006,0.03227657337370199,0.319023270596863,284.45001220703125,2272580.3,2717440.1,2137000.0,2272580.3,646435494.0764587,0.9403408099594985,0.0013700314404650601,284.47,284.86,2730006.0,2028540.0,719682.0,2026-07-28,4.0,False,True,0.113,0.289,0.26168,0.24358,217.312,0.49576,0.50914,0.0808,17.32845,14.195861,7.7598557,,14.222,0.0691,4.68,0.90519994,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 4 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:13+00:00,1784820733.0,,,REGULAR,REGULAR,2026-07-23T15:32:28.244462+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,90.93,KNOWN,VALID,HIGH,58.72,40.98,32.37,,43.52,asset=58.72; setup=40.98; context=32.37; institutional=None,284.45001220703125,276.4109878540039,333.3900146484375,,,,218,331,-113,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
219,ALKT,"Alkami Technology, Inc.",NMS,EQUITY,United States,Technology,Software - Application,1724078976,risk_off,44.02,0.411,0.15,weak,0.3,0.307,0.25,1.0,True,1.0,0.35,0.2699,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,16.094999313354492,15.67125,19.479999542236328,7.988214074225723,0.05129366288405041,0.11906949910413679,16.094999313354492,1898336.7,1841020.5666666667,1377450.0,1898336.7,30553727.883015633,0.725608897515388,0.5433312845728335,11.85,20.69,1853565.0,1079820.0,223782.0,2026-07-29,5.0,False,True,0.289,,-0.042140003,-0.10552,96.643,-0.14133,0.57784003,-0.03186,,14.67125,4.659255,3.6588275,-67.103,0.1192,4.06,0.99524003,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:52+00:00,1784820652.0,,,REGULAR,REGULAR,2026-07-23T15:31:22.782017+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,171.93,KNOWN,WIDE_OR_INCOHERENT,LOW,47.33,47.5,28.93,,42.29,asset=47.33; setup=47.5; context=28.93; institutional=None,16.094999313354492,15.67125,19.479999542236328,,,,219,337,-118,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
220,DG,Dollar General Corporation,NYQ,EQUITY,United States,Consumer Defensive,Discount Stores,25462315008,risk_off,43.92,0.337,0.4,weak,0.13,0.189,0.25,1.0,True,1.0,0.35,0.4392,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,114.94999694824219,112.63399696350098,130.61000061035156,6.761659656858425,0.03748213589525498,0.37940989087438315,114.94999694824219,2539857.35,3440632.45,2410700.0,2539857.35,291956594.6314705,0.9491477936743179,0.0032016614026738593,115.38,115.75,3430363.0,2609120.0,958718.0,2026-08-27,34.0,False,False,0.034,0.124,0.05919,0.03632,178.649,0.1891,0.30827,0.04632,16.285007,14.378144,2.8719132,0.5896003,12.094,0.0424,2.23,1.01028,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:16+00:00,1784820736.0,,,REGULAR,REGULAR,2026-07-23T15:32:21.709009+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,87.93,KNOWN,VALID,HIGH,61.31,43.25,30.87,,44.83,asset=61.31; setup=43.25; context=30.87; institutional=None,114.94999694824219,112.63399696350098,130.61000061035156,,,,220,318,-98,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
221,UHS,"Universal Health Services, Inc.",NYQ,EQUITY,United States,Healthcare,Medical Care Facilities,8984200192,risk_off,43.88,0.352,0.0,weak,0.177,0.748,0.25,1.0,True,1.0,0.35,0.1239,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,148.1300048828125,141.66810485839844,184.3800048828125,5.609805144468633,0.03243770989645256,0.19662296032537552,148.1300048828125,805211.15,1038408.7166666667,776950.0,805211.15,119275931.58119507,0.96490218745729,0.0010092514718249102,148.55,148.7,1051721.0,743160.0,158285.0,2026-07-27,3.0,True,False,0.096,0.177,0.111870006,0.08563,67.405,0.21369,0.44233,0.08354,6.1849685,5.888646,1.2012619,0.50490445,5.318,0.0704,2.91,1.01172,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 3 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:28+00:00,1784820748.0,,,REGULAR,REGULAR,2026-07-23T15:33:10.328356+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup, earnings_too_close","Veto: trend_score_too_weak, no_valid_setup, earnings_too_close","trend_score_too_weak, no_valid_setup, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,KNOWN,VALID,HIGH,37.46,44.42,36.67,,40.33,asset=37.46; setup=44.42; context=36.67; institutional=None,148.1300048828125,141.66810485839844,184.3800048828125,,,,221,351,-130,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
222,CIEN,Ciena Corporation,NYQ,EQUITY,United States,Technology,Communication Equipment,57092542464,risk_off,43.87,0.15,0.4,weak,0.234,0.307,0.25,1.0,True,1.0,0.1,0.7555,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,405.3900146484375,364.83643995012557,637.510009765625,5.723786296127666,0.06669063244931482,0.22383431710444987,405.3900146484375,2374019.35,2725184.783333333,1931300.0,2374019.35,962403739.0721741,0.813514851932441,0.0021081087784130224,402.78,403.63,2722659.0,1896940.0,524674.0,2026-09-09,47.0,False,False,0.395,23.833,0.15195,0.0787,54.649,0.15464,0.43047002,0.06664,133.61755,41.86743,19.755457,10.256529,72.03,0.0429,0.92,0.97902,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:31:04+00:00,1784820664.0,,,REGULAR,REGULAR,2026-07-23T15:31:06.860069+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,159.93,KNOWN,VALID,HIGH,71.85,39.6,28.57,,45.49,asset=71.85; setup=39.6; context=28.57; institutional=None,405.3900146484375,364.83643995012557,637.510009765625,,,,222,313,-91,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
223,NOW,"ServiceNow, Inc.",NYQ,EQUITY,United States,Technology,Software - Application,97541111808,risk_off,43.83,0.392,0.0,weak,0.34,0.307,0.25,1.0,True,1.0,0.35,0.5173,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,94.16999816894531,88.94304939270019,139.1999969482422,8.61496844659056,0.06398383242854423,1.2354346587037208,94.16999816894531,21006631.0,26922498.666666668,20272850.0,21006631.0,1978194402.8057098,0.9650690774736796,0.0001062755725595505,94.09,94.1,27232762.0,19805400.0,25613950.0,2026-07-22,-2.0,False,False,0.24,-0.215,0.04063,0.11336,67.538,0.14244,0.74768996,0.04319,59.175,18.925251,8.325712,6.628037,34.919,0.060300004,2.13,0.88714,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:06+00:00,1784820546.0,,,REGULAR,REGULAR,2026-07-23T15:29:07.638531+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,277.93,KNOWN,VALID,HIGH,50.58,48.5,23.3,,42.08,asset=50.58; setup=48.5; context=23.3; institutional=None,94.16999816894531,88.94304939270019,139.1999969482422,,,,223,338,-115,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
224,CLS,"Celestica, Inc.",NYQ,EQUITY,Canada,Technology,Electronic Components,38714896384,risk_off,43.73,0.215,0.4,weak,0.207,0.307,0.25,1.0,True,1.0,0.45,0.1646,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,337.5408935546875,304.7466060093471,474.0299987792969,4.161978059011149,0.06477099154807477,0.6065035316394198,337.5408935546875,1745966.75,2114697.25,1561650.0,1745966.75,589335176.9117737,0.8944328407170411,0.004839042813726486,338.09,339.73,2151545.0,1825110.0,1018785.0,2026-07-27,3.0,True,False,0.528,1.473,0.066199996,0.069520004,44.881,0.52454,0.12019,0.10663,40.80788,22.32099,18.452452,,28.354,0.0328,1.72,0.72714996,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 3 días: veto; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:23+00:00,1784820623.0,,,REGULAR,REGULAR,2026-07-23T15:31:00.025555+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup, earnings_too_close","Veto: trend_score_too_weak, no_valid_setup, earnings_too_close","trend_score_too_weak, no_valid_setup, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,200.93,KNOWN,VALID,HIGH,52.15,47.67,30.73,,44.21,asset=52.15; setup=47.67; context=30.73; institutional=None,337.5408935546875,304.7466060093471,474.0299987792969,,,,224,324,-100,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
225,TER,"Teradyne, Inc.",NMS,EQUITY,United States,Technology,Semiconductor Equipment & Materials,57430622208,risk_off,43.63,0.264,0.4,weak,0.19,0.307,0.25,0.943,True,1.0,0.1,0.6367,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,368.0199890136719,325.3444573538644,487.9100036621094,2.8093385128544734,0.07730654662569084,0.13473179717508874,368.0199890136719,4176616.15,4444772.05,3571300.0,4176616.15,1537078229.6373246,0.8550701983949375,,375.22,372.72,4481727.0,2990170.0,553084.0,2026-07-28,4.0,False,True,0.87,3.148,0.37614,0.22553,2.621,0.2875,0.58702,0.15835,68.144714,35.71623,18.289099,,49.655,0.0674,1.71,0.98120004,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 4 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:55+00:00,1784820655.0,,,REGULAR,REGULAR,2026-07-23T15:30:56.801062+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,168.93,KNOWN,INVALID,LOW,67.89,37.08,32.37,,44.33,asset=67.89; setup=37.08; context=32.37; institutional=None,368.0199890136719,325.3444573538644,487.9100036621094,,,,225,323,-98,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
226,AEM,Agnico Eagle Mines Limited,NYQ,EQUITY,Canada,Basic Materials,Gold,71320166400,risk_off,43.55,0.135,0.0,weak,0.118,0.685,0.25,1.0,True,1.0,0.45,0.6463,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,142.27749633789062,134.2417836870466,200.63999938964844,7.262890746302096,0.03765276944786008,0.5205826680983412,142.27749633789062,2541965.15,2637211.716666667,2366250.0,2541965.15,361664437.3201706,0.9308742883434102,0.0009077895324885576,143.14,143.27,2634732.0,2427940.0,1289001.0,2026-07-29,5.0,False,True,0.661,1.086,0.62821996,0.39457,1.215,0.22298001,0.73870003,0.15502,13.44162,11.033066,2.7166672,5.2721148,7.411,0.0095999995,1.48,0.73148,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:27:55+00:00,1784820475.0,,,REGULAR,REGULAR,2026-07-23T15:28:14.334012+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,348.93,KNOWN,VALID,HIGH,54.88,45.45,27.33,,43.04,asset=54.88; setup=45.45; context=27.33; institutional=None,142.27749633789062,134.2417836870466,200.63999938964844,,,,226,333,-107,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
227,P,"Everpure, Inc.",NYQ,EQUITY,United States,Technology,Computer Hardware,24662784000,risk_off,43.48,0.582,0.15,weak,0.139,0.307,0.25,1.0,True,1.0,0.1,0.4448,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,74.19999694824219,67.77785464695522,93.91999816894531,3.070626637586546,0.057701191063989764,0.10492673895423188,74.19999694824219,2533948.95,3319332.9833333334,2331100.0,2533948.95,188019004.3570015,0.9199474993369539,0.0040546019732395884,73.84,74.14,3351818.0,2365800.0,262114.0,2026-08-26,33.0,False,False,,,-0.18452999,0.05746,127.364,0.16846001,0.7023,0.024230001,112.37121,24.674784,16.948126,,75.969,0.044699997,2.99,0.85292,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:54+00:00,1784820594.0,,,REGULAR,REGULAR,2026-07-23T15:31:02.593472+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,229.93,KNOWN,VALID,HIGH,53.16,37.23,34.63,,40.93,asset=53.16; setup=37.23; context=34.63; institutional=None,74.19999694824219,67.77785464695522,93.91999816894531,,,,227,343,-116,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
